Accession	baseMean	mean_leaf_norm	mean_root_norm	foldChange	b	pval	qval
AT1G01470.1	1301.93354647166	1951.93032943015	653.936763513175	0.335020545381907	-1.57767852226709	8.47265153329869e-27	6.63170302588274e-26
AT1G01480.1	76.1036708035243	4.9830690614861	149.224272545562	29.9462581602389	4.90430384177725	1.78678378441393e-06	5.81654003597056e-06
AT1G01480.2	50.7264841248661	14.8243238164943	88.6286444332379	5.97859609182478	2.57980674710739	0.0179857275958432	0.0363102389453566
AT1G01490.2	422.471971408007	320.44123829597	526.502704520045	1.64305539237041	0.716381118724385	0.00184936944722248	0.00437646817740654
AT1G01490.1	1023.50007765524	990.607807505449	1058.39234780503	1.06842722193991	0.0954886392823996	0.55672961500937	0.713544646279473
AT1G01500.1	290.066218033853	406.570057650913	175.562378416793	0.431813349539708	-1.21152024982006	1.2462407416808e-05	3.76866263954595e-05
AT1G01510.1	929.676663687933	1247.89816293926	613.455164436607	0.491590726435316	-1.02447039449813	5.73659721277118e-10	2.36206408627798e-09
AT1G01520.1	101.19651594127	196.915667303161	7.47736457937869	0.0379724207920284	-4.71890421416965	1.02538623024306e-17	6.0346897113344e-17
AT1G01540.1	447.66450273472	777.068992337879	120.260013131562	0.154761049941974	-2.69188567331628	2.45748705694316e-06	7.90715269733767e-06
AT1G01540.2	1061.9169815174	1341.55132754345	784.282635491359	0.584608743168612	-0.774456689226677	4.74370041675247e-05	0.000135608865346863
AT1G01550.2	1835.20364449	2261.92826963236	1410.47901934764	0.623573717294267	-0.681367973022773	0.000951377720917152	0.00234073738126583
AT1G01550.1	5189.71700841389	4674.97665035687	5706.45736647091	1.22063868833127	0.287636222690179	0.00283139011770768	0.00653142449726928
AT1G01570.1	163.497596151348	90.2386610884141	238.756531214282	2.64583415062368	1.40372263169531	0.000138334165228815	0.000376625267396093
AT1G01580.1	182.484324039631	57.9602231894406	309.008424889821	5.33138776708709	2.41451111724224	2.17423071623623e-11	9.69093364119841e-11
AT1G01600.1	403.880453127599	549.658358574561	260.102547680636	0.473207663675241	-1.07945465633913	5.99611332673421e-06	1.86624286261926e-05
AT1G01610.1	2053.95296906585	2016.74711515051	2093.1588229812	1.03788859161204	0.0536515911380676	0.643874528137204	0.793665961802353
AT1G01620.2	241.614224733324	1	484.228449466647	484.228449466647	8.91954403304944	0.0316204308646104	0.0607150412303094
AT1G01620.1	14719.5863729091	11817.0712411997	17624.1015046185	1.49141027796912	0.576677188921879	1.32060372283548e-12	6.22627844063332e-12
AT1G01630.1	941.843478901016	734.006905536536	1151.6800522655	1.56903163114475	0.649874436841179	8.89900695500505e-05	0.000247363905558323
AT1G01640.1	88.3708266645982	16.9884659163636	161.753187412833	9.5213533822986	3.25116665537742	9.037926775587e-10	3.66975083817439e-09
AT1G01650.1	1542.35210009758	2155.53212442695	931.17207576821	0.431991741257748	-1.21092436342543	1.35559837381636e-18	8.22707105021233e-18
AT1G01650.2	8.92046723590117	10.8205452690364	9.02038920276593	0.833635364807194	-0.262511613396496	0.906396035016834	0.992748771308127
AT1G01660.1	65.8810274157774	8.92994767349116	124.832107158064	13.9790412802342	3.80519351513716	1.96068074623016e-09	7.82321012824971e-09
AT1G01690.1	147.474860281437	144.32769044326	152.622030119615	1.05746880346302	0.0806151028222268	0.786051069895822	0.909437760335844
AT1G01710.1	560.938832903221	633.439499503596	490.438166302847	0.774246264540159	-0.369135577455475	0.0715640046214404	0.1268858402534
AT1G01720.1	1178.89884760826	872.482389964253	1487.31530525227	1.70469378220139	0.769512608119854	0.00187543167195381	0.00443394318190886
AT1G01725.1	74.3173066716728	71.0671260234759	79.5674873198698	1.11961031452976	0.16299668306704	0.776869393768068	0.902770828119159
AT1G01730.1	448.622469884379	388.052400536091	511.192539232667	1.31732863532466	0.397615301105861	0.0752707605973847	0.132618161371531
AT1G01740.1	154.22507350938	199.033043524438	111.417103494323	0.559791989919718	-0.837037251395216	0.204070821567529	0.31607764250515
AT1G01740.2	65.3382977110953	85.1452771906452	47.5313182315455	0.558237870611662	-0.841048095366281	0.587686291361248	0.743508212706242
AT1G01750.1	668.035389157489	34.3470068515409	1303.72377146344	37.9574201938051	5.24631003666469	2.03746908354453e-106	5.76868426225882e-105
AT1G01760.1	170.024011236771	218.672925669462	123.375096804081	0.564199232375801	-0.825723391828782	0.0230548944070314	0.0455335216121356
AT1G01780.1	790.64824699755	360.664933615701	1222.6315603794	3.3899374361749	1.76125864759374	8.75069262574672e-23	6.08650124268847e-22
AT1G01790.1	5806.01688084465	10791.1910625131	822.842699176238	0.0762513326295059	-3.71309363829473	4.70808119611826e-272	4.47061218841931e-270
AT1G01800.1	1023.56043905778	930.459101939947	1118.6617761756	1.20226861539993	0.265759264443804	0.11210340709638	0.188571332510874
AT1G01810.1	20.0814594492601	13.3593604850585	28.8035584134617	2.15605817701202	1.10839610691897	0.259838250111771	0.386756218369226
AT1G01820.1	836.746648987793	699.763862431609	975.729435543976	1.39436956940505	0.47961298967414	0.00592496404721121	0.0129929912508059
AT1G01830.3	265.433833561436	220.211972497216	312.655694625655	1.41979426041247	0.505681886781102	0.0985478029897252	0.168341481357705
AT1G01830.1	77.2468795455393	73.3781003511732	83.1156587399054	1.1327038767988	0.179770746142942	0.953935448520161	1
AT1G01830.2	293.355128977086	385.091601320893	203.61865663328	0.528753823596393	-0.919331904004922	0.00766891420190686	0.0165249810037108
AT1G01840.1	21.91083734231	18.7215196038616	27.1001550807583	1.44754035218212	0.533603565887467	0.62634988518195	0.778943755944083
AT1G01860.1	306.2260046632	471.611395871578	142.840613454823	0.302877781803473	-1.72319234461018	4.76208297571392e-10	1.97130203487966e-09
AT1G01900.1	378.350608840876	643.845577788189	114.855639893562	0.17839004235787	-2.48689300789069	1.53871097569359e-14	7.95948374253734e-14
AT1G01910.1	3.95002372881021	6.89495015692894	3.00509730069148	0.435840322597774	-1.19812841857866	0.566840794162887	0.723144922993684
AT1G01910.4	25.9590713176077	31.5234917325169	22.3946509026985	0.710411495424478	-0.493273168241985	0.640692129330735	0.791060637974893
AT1G01910.5	22.0384658218426	1	45.0769316436852	45.0769316436852	5.49431741046189	0.0689621607359881	0.12296415581734
AT1G01910.2	933.490040697908	841.578846853232	1027.40123454258	1.2208021130571	0.287829364413485	0.0831504080320541	0.14487164918914
AT1G01910.3	14.1902553727769	8.27447797706401	22.1060327684897	2.67159243516815	1.41769993423037	0.584088464624044	0.739647997218399
AT1G01920.1	35.7298955828935	44.2762053105717	29.1835858552154	0.659125723410794	-0.601374419879119	0.587479403566244	0.743338932401783
AT1G01920.2	425.151763290455	478.550897662655	373.752628918255	0.781009148125608	-0.356588647828492	0.122103860782237	0.203223755313105
AT1G01930.1	351.121020970837	410.155584305679	294.086457635995	0.717011955679773	-0.479930919814972	0.0591059279262953	0.107059234168467
AT1G01940.1	202.056454062097	149.129540680473	256.983367443721	1.72322241637113	0.785108922274884	0.0183774492364885	0.0370457891964596
AT1G01950.1	911.161880291776	1302.29053125317	522.033229330378	0.400857732435507	-1.31883779119384	3.11874560546004e-15	1.65790249692773e-14
AT1G01950.2	14.6204307761583	1	30.2408615523165	30.2408615523165	4.91842733694465	0.114932174044901	0.192710778196414
AT1G01960.1	3640.85012002628	4600.6483578593	2683.05188219326	0.583189949218743	-0.777962238626533	4.40218147142251e-14	2.23062635800353e-13
AT1G01970.1	719.222436097285	1179.62875626341	260.816115931158	0.221100167782717	-2.1772279749381	1.93788263781102e-30	1.67240868091716e-29
AT1G01990.1	290.219418066036	316.487072642879	265.951763489192	0.840324254852865	-0.250981968660561	0.334058809534785	0.476650256574786
AT1G02000.1	255.458222042865	256.758506272449	256.15793781328	0.997660959833861	-0.00337847438390812	1	1
AT1G02010.1	137.315346330165	188.219674475733	88.4110181845964	0.469722511373247	-1.0901193587149	0.00560944297494244	0.0123536322128886
AT1G02010.2	140.90250351593	236.117641390468	47.6873656413923	0.201964433324707	-2.30782684341477	0.000200366515820477	0.000536386332641167
AT1G02020.2	22.7925646485069	42.7592221780192	4.82590711899468	0.112862369172737	-3.1473635552564	0.00247902274594564	0.00575743858074696
AT1G02020.1	592.102021186028	978.640646129894	207.563396242162	0.212093578028857	-2.2372271566506	5.24988975847889e-27	4.13610310302285e-26
AT1G02030.1	21.8910630110738	1.68695122781507	44.0951747943326	26.1389743030357	4.70813062557861	1.7451654813937e-05	5.21670186011233e-05
AT1G02070.1	6.66708532882864	11.5877444064653	3.74642625119196	0.323309362010235	-1.62901281096131	0.353731381168747	0.499605384397645
AT1G02080.1	244.381812213315	1	489.76362442663	489.76362442663	8.93594181625295	0.00117852875266737	0.0028619398222443
AT1G02080.2	3457.26810275287	5197.40435883983	1719.13184666592	0.330767384635369	-1.59611111051305	2.68350458289813e-30	2.30608127360722e-29
AT1G02090.2	241.009600496069	195.775947321034	288.243253671104	1.47231188312649	0.558083313092862	0.214655908723	0.329892131739123
AT1G02090.1	445.844465896767	315.320587580598	578.368344212936	1.83422322231054	0.875169223515097	0.00010593011071876	0.000291703502978359
AT1G02090.3	85.9792140991413	86.5390680161674	87.4193601821153	1.0101721937401	0.0146012354331455	1	1
AT1G02100.3	780.685667971642	669.627660664766	893.743675278519	1.33468751035652	0.416502004062026	0.0657953027520945	0.117893536574391
AT1G02100.1	900.226843617027	709.760207311499	1092.69347992255	1.53952485454428	0.622485158865887	0.000206234142505855	0.000551321516124272
AT1G02100.2	32.2957204501133	32.5073354388171	34.0841054614095	1.04850505282293	0.0683338139047136	0.996232557045314	1
AT1G02110.1	357.919026404639	582.04283061976	135.795222189518	0.233307954407622	-2.09969259944352	9.74007747454092e-16	5.29033309894157e-15
AT1G02120.1	1578.53807141883	1533.96412535441	1625.11201748325	1.05941983298194	0.0832744221270725	0.548381953888536	0.705379013448339
AT1G02130.1	2172.1284466256	2115.2343456109	2231.0225476403	1.05474012951315	0.0768875865673962	0.519920792140244	0.677545253802344
AT1G02140.1	4292.90301210337	3304.00296519394	5283.80305901279	1.59921256568928	0.677361713104626	1.02558525444104e-11	4.65036039346172e-11
AT1G02145.3	679.704852742262	610.712580626764	750.697124857761	1.22921509834845	0.297737392657451	0.107380830172723	0.181615148162032
AT1G02145.1	10.7179072652487	1	22.4358145304974	22.4358145304974	4.4877316567834	0.144789603880185	0.235726795308016
AT1G02145.4	54.5651569323748	98.6494403641113	12.4808735006383	0.126517428325715	-2.98259195876486	0.0401709444754578	0.0754250359528499
AT1G02150.1	1443.09111111867	2620.6667946023	267.515427635051	0.102079145729645	-3.292239934112	1.05317359323975e-101	2.82659606945958e-100
AT1G02160.1	138.632599355972	132.443038067887	146.822160644056	1.10856835350454	0.148697728456684	0.704958865306146	0.846265836938241
AT1G02160.2	60.1099760159351	49.3125879869153	72.9073640449548	1.4784736924434	0.564108572765569	0.32368833309521	0.464958360636365
AT1G02170.1	553.637726881247	603.082839219845	506.192614542649	0.839341764719198	-0.2526697253797	0.209219530522161	0.322763413656025
AT1G02180.1	97.4437882164661	112.89595436116	83.9916220717721	0.743973710546603	-0.426676452497809	0.35337928305982	0.499237619834612
AT1G02205.1	48.8526620057364	96.5190913720472	3.18623263942553	0.0330114238968923	-4.92089082144508	2.90305026683187e-07	1.00647547149957e-06
AT1G02205.2	913.423678142902	1777.95230860611	50.8950476796891	0.0286256540365754	-5.12654753361162	5.41579203805387e-42	6.11961887389698e-41
AT1G02205.3	128.746407763153	245.103237309089	14.3895782172166	0.058708234029037	-4.09029332937346	0.201512790458287	0.312801867507905
AT1G02220.1	245.423914458973	45.7935852851666	447.05424363278	9.76237699775801	3.28723246595961	1.62370408472521e-23	1.15239644287469e-22
AT1G02230.1	27.320316317188	3.42783100518914	53.2128016291868	15.5237529354953	3.95640547244492	4.36851767019029e-05	0.000125391206769869
AT1G02260.1	663.045349798693	464.880699070715	863.210000526671	1.85684198602395	0.892851049694924	2.79248844301477e-06	8.94428071672796e-06
AT1G02270.1	640.569194554063	794.43344228235	488.704946825775	0.615161599216872	-0.700962647420702	0.000255217748319347	0.000674934558360815
AT1G02280.1	1252.2214925163	2120.80981998977	385.633165042822	0.181832977859694	-2.45931421944767	5.1623479778522e-57	7.77584650189009e-56
AT1G02280.2	538.268906564991	811.165204792477	267.372608337505	0.329615480000659	-1.60114409631115	5.00431588335369e-14	2.52823830603471e-13
AT1G02290.1	350.664449899695	464.626805399202	238.702094400188	0.513750157387278	-0.960861164123582	0.000153548859283529	0.000415714814942276
AT1G02300.1	228.385091501918	426.221618722691	32.5485642811457	0.0763653527915544	-3.71093795849472	1.19334711242531e-26	9.30020337797261e-26
AT1G02305.1	2856.38546636921	1799.13553178802	3915.63540095039	2.17639823780199	1.12194256538167	2.13576199190355e-23	1.50944223475664e-22
AT1G02310.1	62.3645681300939	11.5439944136833	115.185141846504	9.97792771884687	3.31874021835026	1.45792311984097e-07	5.16370959939312e-07
AT1G02330.1	551.406358586418	487.504399461393	617.308317711443	1.26626204480095	0.340575992139507	0.087512153721819	0.151498331047288
AT1G02335.1	949.059464382354	520.693897370022	1379.42503139469	2.64920529770378	1.40555964835181	2.11311178227327e-17	1.22782796796072e-16
AT1G02340.1	715.306343077463	1274.66713676365	157.945549391279	0.123911211669188	-3.01262136432776	2.0910492098494e-51	2.8484405658498e-50
AT1G02350.1	133.910642066406	229.88777541275	39.9335087200622	0.173708709166305	-2.52525800718299	1.56507992188877e-09	6.27094021756173e-09
AT1G02360.1	1214.75840732222	26.7113131683456	2404.80550147609	90.0294750138274	6.492325501825	1.90330986753976e-200	1.2143416099873e-198
AT1G02370.1	212.355702782113	168.754056636742	257.957348927484	1.52859939528897	0.61221036473929	0.0520727649863742	0.0954809464701317
AT1G02380.1	51.9125657952031	67.0280385078135	38.7970930825927	0.578818863662109	-0.788816154931488	0.215880178383525	0.33147559304988
AT1G02400.1	698.394906453957	714.38679103101	684.403021876904	0.958028662440926	-0.0618592755200585	0.738168349339044	0.874263644527918
AT1G02410.1	788.34719862007	763.304128712909	815.390268527231	1.06823772839032	0.0952327438459678	0.601090991565827	0.755945268072055
AT1G02420.1	143.24070170028	140.304089846747	148.177313553813	1.05611542554223	0.0787675191254697	0.826270213875211	0.939930124548041
AT1G02430.1	49.5879728297508	30.9617623208603	70.2141833386413	2.26777089143065	1.18127489491292	0.0658344442348873	0.117937642129742
AT1G02440.1	2.52503268810867	1	6.05006537621734	6.05006537621734	2.5969507320459	0.252565446534359	0.377992666768207
AT1G02450.1	4.14450180173699	2.0911716965596	8.19783190691438	3.92020986148649	1.97093088852968	0.335090897181299	0.477920703006535
AT1G02460.1	37.738602870624	29.4815845724903	47.9956211687577	1.62798648256997	0.7030887207281	0.333417772596295	0.475944710552294
AT1G02470.2	12.5626102925611	22.823433931192	4.3017866539302	0.188481131581655	-2.40750798909138	0.421960145070365	0.575134546762365
AT1G02470.1	19.117737796521	39.2354755930421	1	0.0254871384858997	-5.2940867828305	0.00134433898422431	0.00324108452209981
AT1G02475.1	708.313371874975	1319.88260476202	98.7441389879316	0.0748128194368737	-3.74057068766499	1.30338795806389e-70	2.37661560573412e-69
AT1G02500.1	14752.2776378221	9281.26057352597	20225.2947021183	2.17915384897277	1.1237680547901	6.84604058994549e-43	7.90630043237837e-42
AT1G02500.2	2293.07666148601	1382.691884146	3205.46143882602	2.3182760205509	1.21305234795475	4.58123587945249e-20	2.92750167621447e-19
AT1G02520.1	541.56762259152	23.3890317004408	1061.7462134826	45.3950478617971	5.50446301762591	1.31303771289916e-93	3.1916841112575e-92
AT1G02560.1	5437.73381431841	8746.35286655136	2131.11476208547	0.243657532985604	-2.03707326889735	3.26904425343133e-56	4.85202066408512e-55
AT1G02580.1	7.14340693511337	1.7274477977064	14.5593660725203	8.42825241483495	3.07523352158018	0.0603050007787748	0.109030447627809
AT1G02610.1	216.625106111339	269.715560992846	165.534651229831	0.613737860064447	-0.704305512157444	0.0226390145770073	0.0447911537948283
AT1G02640.1	1095.91535685827	1798.40664040639	395.424073310151	0.219874673739414	-2.18524665792863	4.84004267575605e-42	5.47857741007939e-41
AT1G02650.1	33.857681167323	53.4910590381508	16.2243032964952	0.303308694728286	-1.72114123965002	0.0334273694905412	0.0638598637687702
AT1G02660.1	1548.97785259687	2886.35877048905	213.596934704681	0.0740022123682463	-3.7562877876144	2.70747996934192e-131	9.66213318729439e-130
AT1G02680.1	154.318975290188	148.571769001101	162.066181579276	1.09082756885041	0.125423067541432	0.715700482845054	0.85585201533281
AT1G02690.1	783.40422526435	427.550794373931	1141.25765615477	2.66929139454864	1.41645680661259	3.71593251675159e-15	1.97116805752218e-14
AT1G02700.1	27.5528572835131	41.757751192395	15.3479633746312	0.367547651307104	-1.44399679229103	0.10651560030053	0.180358531108317
AT1G02720.1	182.871659779662	157.444797264426	210.298522294898	1.3356968661321	0.417592628059148	0.237213832900712	0.358486631460311
AT1G02720.2	42.3153359659368	31.1226959029061	55.5079760289675	1.78352081715981	0.834728054962537	0.308656053118101	0.447003448314767
AT1G02730.1	801.710779925822	1041.57541748604	563.846142365603	0.541339717604424	-0.885393853724058	3.95276208891627e-07	1.35235934299996e-06
AT1G02740.1	348.004149398944	308.277873259008	389.73042553888	1.26421796484705	0.33824522118471	0.156718155241376	0.252180450753949
AT1G02750.1	114.15595952984	101.443443095679	128.868475964002	1.27034800901283	0.345223774241624	0.434878669141128	0.589415155863353
AT1G02750.2	418.49576730534	329.462487961488	509.529046649191	1.54654646664585	0.629050180464001	0.0488041229264281	0.089995678384859
AT1G02770.1	27.9598148722533	51.5918841669202	6.32774557758646	0.122650019082724	-3.02738063652752	0.0011117349125308	0.00270946276055817
AT1G02780.1	10448.7652087771	8828.2303642029	12071.3000533513	1.36735218218801	0.451384878684426	1.95550227392948e-06	6.34414948510088e-06
AT1G02810.1	2400.92497002825	61.2011087198799	4742.64883133663	77.4928580631429	6.27599144899455	0	0
AT1G02816.1	1576.22155805578	872.535506993098	2281.90760911847	2.61526045740225	1.38695463361971	3.76081553765395e-24	2.72738911534864e-23
AT1G02840.1	102.943184281297	6.84737272733029	201.038995835263	29.3600193593734	4.87578101435128	1.85958048616955e-18	1.12353258210895e-17
AT1G02840.3	279.42365857848	291.082275970583	269.765041186376	0.926765603597378	-0.109723594534811	0.615727841711347	0.769600556522823
AT1G02840.2	2380.08596944895	3053.04288091014	1709.12905798775	0.559811677940875	-0.836986512350129	1.97987662528068e-12	9.26996733073676e-12
AT1G02850.2	205.393492372573	118.325028319383	294.461956425764	2.48858555631149	1.31532598699264	0.0229149571813212	0.0452874412404702
AT1G02850.1	45.2303126176471	13.3113043718661	79.149320863428	5.94602291798787	2.571925023892	0.0105716399016544	0.0222109080550058
AT1G02850.5	339.675429058912	303.803609303223	377.547248814601	1.24273457343219	0.313518194633561	0.308122083577822	0.446309753086074
AT1G02850.4	10.3709926751991	16.2764037518344	6.46558159856383	0.397236496289	-1.33192991764968	0.654213774648766	0.803225451058203
AT1G02860.1	340.241916806315	298.940074326552	383.543759286078	1.28301218948353	0.35953487707132	0.166075236688365	0.264857501913011
AT1G02870.1	502.729325383195	340.277654937881	667.180995828509	1.96069587922341	0.971365778486881	0.000489765150342573	0.00125256916501615
AT1G02880.4	189.143412048286	113.76838958259	266.518434513982	2.34264047765661	1.22813556243811	0.0548771337213151	0.100156028814455
